,New Jersey,Rhode Island,Massachusetts,Connecticut,Maryland,Delaware,New York,Florida,Pennsylvania,Ohio,California,Illinois,Hawaii,Virginia,North Carolina,Indiana,Michigan,Georgia,South Carolina,Tennessee,New Hampshire,Kentucky,Louisiana,Wisconsin,Washington,Texas,Alabama,Missouri,West Virginia,Minnesota,Vermont,Mississippi,Arizona,Arkansas,Oklahoma,Iowa,Colorado,Maine,Oregon,Kansas,Utah,Nevada,Nebraska,Idaho,New Mexico,South Dakota,North Dakota,Montana,Wyoming,Alaska
2020-06-12,1867.15,1516.58,1512.2,1242.71,1022.35,1098.89,1942.45,362.97,645.7,349.36,382.6,1018.45,50.28,644.17,435.94,595.75,663.65,558.27,359.59,448.25,396.76,276.8,972.77,387.38,361.06,321.11,504.89,264.67,121.29,549.68,178.57,638.24,498.58,390.18,203.84,755.56,547.08,204.85,136.82,379.17,468.03,383.64,884.23,207.98,456.82,679.63,416.92,56.44,176.26,94.81
2020-06-13,1872.11,1516.58,1513.77,1251.2,1034.02,1104.94,1947.11,376.17,649.33,353.05,391.4,1023.67,51.49,652.14,449.78,601.79,665.3,568.49,376.03,454.88,400.39,283.14,1000.61,392.11,366.32,328.62,524.73,268.56,122.63,556.64,179.53,646.83,523.04,408.7,209.66,767.44,550.78,207.56,136.82,380.79,481.96,394.14,890.55,207.98,461.38,690.4,422.73,57.92,180.21,99.44
2020-06-14,1875.21,1516.58,1515.03,1253.81,1040.7,1108.72,1950.65,386.48,651.36,355.62,397.44,1028.89,51.85,659.85,460.86,607.36,667.51,577.26,393.63,467.1,401.83,283.14,1007.88,396.29,370.57,334.7,541.65,269.05,123.5,562.16,179.85,652.45,538.83,422.42,213.76,774.2,552.92,210.27,143.41,383.59,493.4,401.45,895.36,210.84,466.27,698.09,425.77,59.2,181.92,101.07
2020-06-15,1877.7,1530.46,1518.6,1257.9,1046.28,1116.93,1953.8,395.47,654.38,359.32,406.25,1032.56,52.42,664.45,470.63,615.29,667.82,584.6,405.84,477.28,403.87,287.74,1019.83,399.32,375.22,341.09,547.92,274.83,125.22,566.25,180.01,661.91,556.0,436.48,218.59,779.25,556.13,211.55,148.09,391.13,503.57,405.54,901.84,210.84,472.12,701.64,428.67,59.99,185.19,101.61
2020-06-16,1881.33,1537.22,1521.73,1261.07,1052.64,1123.74,1957.01,409.7,657.42,363.07,414.69,1037.4,52.42,669.83,479.44,620.71,669.68,591.24,418.65,488.78,405.3,287.74,1031.38,403.96,380.57,353.78,559.28,278.9,126.25,569.74,180.49,673.71,591.33,445.74,224.51,782.39,558.84,212.23,155.16,394.3,514.91,418.73,911.85,214.75,476.34,706.14,431.85,60.48,186.9,103.52
2020-06-17,1884.44,1541.88,1525.6,1263.29,1062.08,1128.17,1959.9,423.05,659.86,366.63,424.7,1041.64,52.99,675.21,493.45,624.16,671.98,600.77,430.51,494.37,410.74,295.66,1051.44,408.45,384.2,369.4,578.04,282.4,128.13,577.38,180.33,690.06,617.77,459.76,231.24,791.48,563.19,213.51,158.22,402.36,528.94,424.85,922.18,225.29,482.67,716.08,437.66,62.06,191.19,106.92
2020-06-18,1888.98,1547.2,1529.5,1263.6,1066.47,1134.11,1963.04,439.45,662.94,372.68,436.01,1046.24,54.27,680.81,509.89,630.63,675.03,609.6,450.97,504.47,411.8,300.25,1051.44,415.76,390.05,382.86,593.25,287.4,130.4,584.37,181.13,690.06,655.61,470.64,242.95,804.45,567.56,216.67,161.98,406.12,546.01,436.14,931.97,232.18,486.89,723.06,441.39,64.52,196.34,109.5
2020-06-19,1893.35,1553.67,1532.19,1266.85,1071.85,1146.21,1967.09,459.0,666.98,377.94,445.74,1051.61,56.19,687.53,525.08,635.32,678.05,620.58,473.48,523.66,414.52,306.1,1048.87,420.6,395.92,398.49,604.61,292.3,133.1,590.94,182.56,690.06,707.9,494.4,252.09,817.82,572.99,219.3,167.22,415.38,566.21,448.87,941.28,240.12,492.02,728.86,445.95,65.61,201.32,113.31
2020-06-20,1897.15,1553.67,1533.64,1271.25,1078.73,1153.77,1970.74,479.71,670.04,382.52,457.17,1056.53,56.19,695.4,538.27,640.11,682.57,638.59,497.52,530.27,416.94,310.1,1067.68,427.31,404.87,414.32,614.08,298.75,134.82,598.98,183.04,690.06,756.45,511.66,260.69,825.0,576.04,221.18,171.75,418.01,588.37,465.07,947.65,248.37,500.17,736.79,449.41,68.76,202.35,116.44
2020-06-21,1900.61,1553.67,1534.88,1272.36,1084.64,1163.92,1974.12,497.58,672.74,387.25,466.07,1061.64,57.97,702.07,549.64,645.62,684.25,647.52,516.48,540.37,418.9,312.83,1076.17,432.18,411.39,427.04,623.16,305.42,136.6,607.34,184.96,690.06,793.63,525.82,273.1,840.11,579.67,222.62,176.51,419.36,601.96,474.53,953.27,248.49,506.64,745.32,454.52,70.63,205.44,118.35
2020-06-22,1903.68,1565.27,1538.32,1273.11,1089.64,1168.78,1976.92,512.54,677.76,393.55,482.01,1065.23,58.12,707.77,560.08,648.82,686.74,659.8,537.53,547.31,419.96,314.86,1086.14,436.52,414.12,445.36,636.59,307.62,137.63,613.0,185.6,746.49,823.93,543.46,278.76,846.03,582.82,223.67,180.23,429.45,617.26,484.85,961.35,264.0,512.83,748.75,457.98,72.3,211.1,119.84
2020-06-23,1907.27,1572.31,1541.25,1276.36,1096.46,1171.7,1979.96,529.35,682.71,398.65,499.52,1069.89,58.33,714.18,573.13,652.44,689.16,678.63,556.5,558.85,420.94,321.73,1115.45,441.1,421.52,464.8,659.72,314.44,139.84,617.47,185.76,765.51,880.96,563.57,286.48,856.49,586.39,225.55,185.09,433.21,630.84,501.66,968.63,263.87,519.74,751.94,458.95,73.19,215.22,124.47
2020-06-24,1909.04,1579.25,1544.46,1276.75,1102.02,1176.24,1982.92,557.53,686.44,404.11,511.38,1075.44,59.47,720.47,587.09,656.53,692.78,694.35,584.25,573.2,422.98,326.78,1134.52,448.62,428.45,484.46,680.18,316.39,141.89,622.89,188.95,783.1,908.31,587.12,298.92,860.76,591.36,227.13,189.41,446.79,647.53,514.74,975.16,273.05,527.03,759.76,464.75,75.46,220.03,127.6
2020-06-25,1912.46,1582.48,1547.66,1279.0,1109.45,1186.07,1986.73,583.13,690.01,411.82,524.65,1082.38,60.61,725.7,603.54,664.37,697.17,711.51,607.81,585.5,426.0,332.56,1154.8,456.7,435.59,508.76,700.91,324.89,145.28,629.53,190.06,819.6,954.95,610.33,310.29,885.74,597.51,231.12,192.57,452.91,667.87,532.55,981.85,301.77,536.71,766.86,469.04,79.1,227.58,133.58
2020-06-26,1916.82,1584.48,1550.77,1280.81,1115.15,1190.06,1990.83,628.86,695.64,420.35,539.6,1089.04,61.68,733.26,621.51,671.75,700.6,730.52,635.31,607.21,428.5,338.07,1184.07,465.76,442.59,529.99,722.07,334.47,147.23,638.63,191.18,837.99,1005.93,633.24,320.65,896.87,603.53,233.53,198.93,465.18,691.17,546.21,991.37,301.77,547.07,773.49,472.91,81.66,234.79,137.53
2020-06-27,1920.06,1584.48,1552.89,1284.9,1120.8,1198.06,1994.4,677.88,700.23,427.41,549.64,1095.14,62.11,741.45,637.04,678.37,704.14,750.44,668.9,618.41,431.97,345.07,1184.07,475.14,450.47,551.62,725.8,340.36,150.03,646.32,191.5,853.54,1058.22,652.5,328.42,908.39,607.82,237.45,205.95,470.53,711.1,585.6,1004.81,330.12,557.19,784.26,478.03,83.93,238.91,141.2
2020-06-28,1923.54,1584.48,1553.98,1287.6,1126.31,1212.64,1997.54,721.51,703.49,434.79,562.15,1100.15,64.03,747.37,650.57,683.77,706.84,772.71,697.82,618.41,434.24,346.55,1215.79,483.1,455.46,569.88,755.17,344.07,152.73,655.84,191.82,865.6,1115.5,669.67,336.24,922.85,613.23,240.23,212.24,478.48,727.37,615.02,1011.44,330.12,566.3,790.77,483.14,85.01,243.2,145.55
2020-06-29,1924.55,1594.28,1557.09,1289.24,1134.36,1228.84,1999.53,748.44,708.22,441.16,583.44,1105.88,64.1,752.86,663.39,688.31,709.64,794.79,725.55,651.13,435.22,349.17,1234.06,488.58,462.65,592.5,777.64,352.65,154.78,661.6,192.78,888.17,1124.93,684.5,342.16,933.37,617.1,242.34,215.9,490.99,746.81,641.33,1019.1,356.79,574.6,794.91,489.22,90.53,248.86,148.95
2020-06-30,1928.99,1598.94,1560.48,1293.46,1139.5,1239.43,2002.2,779.6,713.48,447.58,603.71,1111.5,65.31,760.1,682.63,693.88,714.74,813.55,762.31,669.78,436.89,355.47,1255.98,499.05,470.84,616.53,796.01,360.88,156.66,669.75,192.78,910.9,1195.6,702.07,357.27,940.78,620.97,244.9,220.25,496.55,765.87,661.47,1026.32,379.43,582.51,800.59,494.34,95.26,255.21,155.35
2020-07-01,1931.92,1602.74,1563.87,1295.08,1145.56,1243.32,2005.38,813.16,718.46,456.88,622.66,1117.93,65.95,765.13,698.92,699.33,718.39,843.08,794.14,697.59,438.4,360.43,1301.01,508.45,479.6,651.72,820.22,365.71,160.65,677.37,193.1,932.73,1269.2,716.27,366.67,955.02,626.93,247.99,227.25,512.45,783.07,684.59,1033.44,395.13,588.7,807.93,499.73,100.08,259.84,161.06
2020-07-02,1936.73,1611.11,1567.37,1297.13,1154.08,1267.19,2009.83,864.87,725.02,468.13,643.19,1124.67,67.38,771.57,719.99,705.95,724.34,877.78,831.46,721.83,439.91,365.82,1330.91,517.84,489.87,677.31,855.24,374.51,164.64,686.48,195.81,961.82,1319.6,745.94,377.37,979.12,633.06,250.55,236.48,518.39,802.17,707.24,1041.04,408.96,600.4,815.86,505.53,106.68,266.02,167.86
2020-07-03,1941.07,1615.87,1568.99,1299.11,1163.15,1287.93,2014.5,913.39,731.12,477.56,653.53,1131.41,69.44,779.54,734.85,713.98,729.36,905.64,869.81,749.88,442.55,372.58,1368.27,527.92,498.87,706.28,874.17,383.18,168.58,694.12,197.25,992.38,1386.41,764.42,391.34,985.72,638.0,253.93,245.19,541.09,822.72,742.54,1052.17,433.83,612.67,825.92,514.52,111.11,271.51,176.02
2020-07-04,1944.34,1615.87,1569.99,1299.11,1169.56,1295.82,2018.19,971.99,735.27,485.56,659.74,1138.1,71.15,788.21,749.17,721.85,733.47,933.92,908.64,771.86,443.69,372.58,1368.27,540.77,505.59,733.35,894.05,390.18,172.84,694.12,197.56,1025.47,1427.08,784.25,406.38,1005.08,642.82,255.74,252.67,549.8,846.02,773.26,1061.11,457.16,626.44,831.84,522.4,114.96,275.63,183.5
2020-07-05,1948.48,1615.87,1571.71,1299.11,1174.47,1310.07,2020.91,1023.44,739.04,493.92,690.49,1143.06,72.86,795.94,763.76,733.55,737.1,955.91,939.24,789.97,445.57,372.58,1410.15,549.86,514.93,746.44,910.73,394.03,175.92,703.57,199.32,1033.03,1480.44,804.7,413.73,1019.83,646.6,257.1,260.3,555.68,860.16,803.47,1066.57,479.67,635.69,835.98,527.51,119.39,280.44,187.99
2020-07-06,1950.83,1615.87,1575.45,1306.31,1179.06,1327.9,2023.54,1055.84,744.49,500.88,707.06,1147.83,73.36,800.23,777.91,738.47,740.4,971.4,971.34,801.1,446.86,390.24,1433.95,558.29,530.52,777.53,929.55,400.57,185.62,711.56,199.64,1044.96,1531.02,819.53,424.92,1027.63,650.24,257.7,264.5,574.92,877.98,821.07,1072.83,499.46,647.73,840.95,532.08,123.03,287.48,191.8
2020-07-07,1953.83,1631.37,1579.23,1307.9,1187.35,1340.97,2026.54,1093.42,750.74,509.07,740.92,1161.1,76.28,807.95,794.14,740.02,746.79,1005.49,991.7,823.8,448.22,398.59,1475.81,566.91,536.76,816.79,958.85,412.26,189.02,721.96,200.12,1076.96,1585.94,828.28,447.21,1040.41,657.96,258.98,269.84,582.59,897.42,852.47,1081.13,529.67,658.28,847.82,538.85,130.72,293.31,195.07
2020-07-08,1955.64,1636.12,1582.68,1309.98,1195.2,1346.15,2030.06,1144.5,757.21,520.11,763.22,1168.7,77.92,815.64,814.46,746.67,753.37,1039.71,1024.31,861.86,449.73,407.69,1516.62,577.32,544.24,850.45,996.11,423.38,199.91,730.37,200.44,1099.49,1639.05,853.09,464.71,1055.65,666.54,260.48,275.24,598.9,922.31,870.96,1093.11,556.34,672.19,857.17,548.94,135.05,298.63,202.0
2020-07-09,1958.24,1639.83,1586.79,1312.79,1205.08,1353.61,2033.03,1190.2,763.61,530.05,789.11,1176.61,80.48,823.06,834.91,754.46,758.55,1068.11,1061.63,886.56,451.32,415.1,1556.47,590.45,553.42,894.36,1028.09,436.95,206.33,740.96,202.99,1122.99,1700.28,880.32,480.37,1076.04,674.31,262.44,284.68,614.56,943.03,892.57,1103.71,584.88,683.41,868.29,562.76,144.41,303.61,209.08
2020-07-10,1962.26,1646.39,1590.46,1314.96,1212.89,1366.68,2037.03,1248.67,770.97,543.23,811.02,1186.91,82.48,834.47,857.97,765.5,764.83,1113.04,1097.82,916.66,452.68,424.82,1613.59,605.17,562.56,929.82,1061.89,447.85,214.8,752.11,203.79,1157.46,1763.98,905.7,495.82,1105.74,686.95,263.42,291.45,632.46,972.91,928.56,1111.95,615.89,697.7,875.99,574.38,156.92,307.21,216.42
2020-07-11,1965.98,1646.39,1592.35,1314.96,1222.28,1376.51,2040.74,1301.66,776.71,554.97,831.57,1196.18,85.47,844.78,878.26,777.35,771.76,1144.91,1145.57,939.13,455.17,435.03,1660.44,621.29,562.56,961.94,1092.37,456.74,223.59,766.94,204.75,1184.1,1809.82,941.55,513.66,1121.47,694.54,265.0,301.55,645.72,994.7,961.89,1123.78,651.68,708.44,882.26,586.54,165.19,315.62,226.9
2020-07-12,1969.79,1646.39,1593.87,1314.96,1233.11,1383.1,2044.19,1379.91,781.24,566.87,846.65,1203.59,86.89,855.53,896.79,785.46,775.86,1170.27,1186.39,953.82,457.44,441.13,1688.95,634.68,583.18,993.5,1133.31,461.27,228.87,780.04,206.82,1213.12,1848.11,958.55,525.51,1145.8,700.65,266.43,309.66,655.88,1016.38,992.17,1133.09,676.31,720.67,887.58,599.12,173.17,319.57,242.68
2020-07-13,1972.3,1663.04,1598.38,1321.16,1240.16,1391.2,2047.02,1444.47,785.44,577.77,869.65,1210.44,88.53,867.29,917.92,791.93,780.12,1206.67,1218.22,1004.84,458.5,447.14,1725.81,643.28,598.98,1020.02,1162.0,468.04,232.59,789.1,207.62,1226.26,1868.58,977.88,538.78,1152.95,706.78,267.86,316.48,678.83,1035.21,1021.99,1145.24,707.38,733.28,890.54,614.05,181.55,326.61,252.34
2020-07-14,1976.72,1672.64,1601.92,1321.72,1252.53,1400.92,2051.66,1491.49,792.76,587.64,903.18,1215.93,90.03,876.99,937.59,801.79,786.85,1240.6,1264.73,1028.14,460.23,460.11,1773.7,660.07,606.82,1057.07,1205.78,483.77,237.66,796.44,208.26,1255.08,1933.07,1007.38,564.59,1160.56,715.33,268.46,325.82,687.19,1050.65,1061.56,1162.26,726.99,743.97,896.23,621.1,192.28,334.67,260.5
2020-07-15,1980.8,1677.59,1606.68,1324.66,1265.28,1409.67,2055.89,1543.56,800.62,599.02,925.81,1225.15,92.02,890.11,958.21,812.22,797.45,1279.38,1303.6,1063.13,461.9,470.43,1818.86,674.37,617.47,1099.86,1245.29,497.29,245.75,806.99,210.33,1289.35,1982.22,1023.76,592.48,1182.24,724.23,269.37,332.84,703.15,1064.89,1091.99,1176.28,772.21,759.66,905.69,631.05,206.47,340.68,268.25
2020-07-16,1983.3,1684.34,1610.35,1327.83,1276.21,1416.58,2059.81,1614.98,806.93,610.16,951.43,1234.9,93.37,901.06,978.17,823.02,806.81,1313.9,1342.1,1101.3,463.86,479.67,1868.16,690.04,635.64,1156.43,1285.3,510.79,251.15,818.15,211.45,1330.47,2031.4,1051.37,608.74,1208.58,735.07,270.87,343.73,719.33,1097.77,1143.85,1184.58,814.7,773.9,910.67,645.29,219.77,347.72,278.86
2020-07-17,1983.87,1692.14,1614.01,1331.81,1288.13,1440.67,2063.75,1673.62,814.78,624.68,973.74,1245.98,95.01,913.19,1002.21,834.18,814.43,1352.98,1383.5,1136.38,465.82,491.55,1915.26,705.36,646.45,1201.47,1327.18,525.1,257.94,830.44,212.88,1364.97,2090.4,1073.27,626.92,1226.47,746.8,273.73,351.19,739.06,1122.83,1193.31,1196.73,853.09,789.15,921.91,662.43,233.07,355.1,285.94
2020-07-18,1986.82,1692.14,1616.03,1331.81,1302.22,1450.61,2067.59,1726.44,820.27,637.99,993.27,1255.89,96.44,924.57,1020.44,846.98,821.96,1399.9,1416.01,1175.13,467.56,504.72,1915.26,722.39,660.21,1236.78,1369.15,541.08,263.93,838.87,213.52,1398.97,2131.78,1099.32,650.74,1239.74,755.22,274.41,360.02,749.6,1149.03,1235.67,1203.15,887.21,802.58,930.55,678.33,243.41,361.79,296.41
2020-07-19,1986.47,1692.14,1617.43,1331.81,1317.82,1460.33,2070.15,1790.26,825.0,647.6,1009.34,1263.38,98.36,937.36,1033.86,860.93,827.32,1432.41,1465.72,1202.51,468.7,526.95,1982.63,736.85,673.41,1267.6,1401.26,554.6,269.1,852.41,215.44,1425.44,2167.38,1122.81,656.16,1255.92,761.94,277.57,370.96,760.07,1176.09,1281.84,1208.61,922.63,813.84,935.76,693.81,249.52,364.88,312.19
2020-07-20,1988.5,1702.69,1621.81,1336.32,1327.16,1471.67,2072.79,1843.18,832.99,658.28,1037.94,1272.48,99.21,948.8,1053.3,870.6,832.64,1456.96,1496.28,1227.74,472.17,532.71,2051.51,749.09,684.84,1299.84,1432.35,564.21,274.17,869.07,217.03,1467.27,2190.9,1146.43,660.58,1273.06,769.99,279.38,377.78,782.87,1190.19,1315.81,1222.74,947.07,825.55,940.14,708.61,258.09,375.35,331.23
2020-07-21,1991.79,1710.49,1626.16,1337.46,1341.67,1484.85,2077.14,1891.46,841.25,667.33,1067.77,1279.79,100.99,960.86,1071.94,881.4,839.35,1491.05,1535.91,1261.46,473.15,547.4,2088.07,768.54,696.77,1327.39,1460.57,582.28,278.92,875.53,217.99,1521.93,2243.72,1171.03,683.69,1285.3,779.35,280.28,385.21,792.31,1206.95,1345.02,1241.09,981.49,840.03,949.13,719.8,267.05,384.1,345.65
2020-07-22,1996.16,1717.72,1630.49,1340.99,1352.24,1489.82,2080.73,1941.5,847.23,680.52,1099.03,1292.29,102.2,973.23,1096.84,892.92,846.13,1524.21,1571.61,1299.53,475.65,558.32,2147.98,780.94,706.41,1374.82,1501.82,603.84,281.08,884.83,217.99,1573.65,2272.79,1191.0,708.93,1301.05,791.48,280.21,391.67,811.38,1226.46,1385.49,1256.93,1012.45,854.94,956.0,741.92,277.0,392.68,360.21
2020-07-23,1998.88,1725.9,1635.0,1341.24,1363.44,1504.08,2084.85,1993.92,854.13,693.0,1123.78,1304.88,106.12,983.45,1119.7,907.06,853.22,1567.3,1604.37,1339.09,477.39,572.13,2197.61,799.26,717.34,1410.44,1545.08,629.7,294.02,898.85,219.75,1606.48,2308.02,1225.23,726.36,1320.08,803.15,281.34,399.82,827.79,1244.42,1430.72,1274.7,1038.19,871.01,963.81,759.34,286.55,402.81,370.95
2020-07-24,2004.03,1733.12,1639.22,1356.37,1379.13,1534.11,2088.68,2057.56,863.42,706.48,1148.33,1317.3,110.32,997.09,1140.53,922.22,859.69,1615.47,1646.28,1371.28,481.69,589.99,2242.67,816.98,729.04,1438.15,1588.73,655.76,304.86,913.0,221.02,1657.69,2358.68,1258.68,756.15,1340.73,815.81,282.84,409.76,848.46,1274.17,1465.34,1293.75,1070.94,885.97,970.56,776.07,299.26,412.76,379.93
2020-07-25,2009.79,1733.12,1641.97,1356.37,1400.85,1531.19,2092.5,2119.95,869.87,718.91,1164.68,1328.37,115.38,1012.17,1158.88,936.25,865.25,1653.17,1675.62,1397.73,484.71,608.92,2242.67,833.58,743.74,1475.66,1617.55,678.9,311.44,927.81,222.78,1704.36,2415.12,1283.41,781.21,1355.35,831.17,285.33,419.64,864.18,1296.95,1498.71,1305.58,1105.74,900.98,982.98,792.93,321.03,419.8,395.98
2020-07-26,2015.46,1733.12,1644.1,1356.37,1412.56,1543.61,2095.23,2167.74,874.8,726.6,1179.91,1340.33,119.87,1023.76,1175.03,949.22,875.75,1680.85,1700.56,1446.06,486.3,616.16,2325.69,850.24,755.01,1490.02,1653.96,697.53,317.59,943.72,223.42,1743.58,2444.9,1305.11,812.48,1370.59,841.55,287.13,426.41,873.89,1309.02,1535.52,1317.52,1127.57,913.16,993.64,812.28,329.11,424.78,427.68
2020-07-27,2020.51,1760.8,1649.86,1362.12,1431.58,1556.15,2098.32,2213.22,884.58,736.14,1195.12,1349.88,121.86,1041.98,1195.84,957.36,880.92,1709.77,1726.07,1485.37,486.68,627.63,2376.34,860.52,764.85,1513.66,1681.02,719.52,323.52,955.71,223.74,1764.54,2472.25,1332.95,848.84,1381.56,845.9,288.49,434.8,891.65,1324.05,1570.93,1332.55,1159.46,935.22,999.44,827.49,332.95,432.5,442.78
2020-07-28,2025.94,1780.77,1655.18,1364.74,1442.51,1563.71,2101.04,2260.42,893.1,747.55,1228.1,1358.22,125.14,1053.14,1212.17,969.09,888.86,1751.89,1761.5,1524.7,491.14,639.57,2400.58,873.79,777.53,1544.5,1710.86,747.51,330.04,964.53,224.22,1808.13,2504.05,1357.75,877.14,1389.07,860.11,288.94,442.94,900.43,1339.42,1610.53,1346.36,1192.21,949.08,1005.12,848.92,342.21,444.34,461.14
2020-07-29,2029.36,1787.9,1660.42,1377.61,1455.35,1577.32,2104.68,2308.73,899.8,759.61,1265.02,1369.05,132.83,1065.24,1236.17,978.54,899.12,1784.63,1797.88,1552.07,492.12,653.59,2438.09,888.94,788.72,1584.21,1751.28,776.65,338.51,976.81,224.37,1865.6,2539.35,1384.35,899.17,1411.56,869.26,291.05,450.91,918.85,1351.11,1641.71,1360.54,1220.37,965.62,1022.75,860.8,362.11,451.04,473.79
2020-07-30,2033.52,1802.17,1665.71,1381.23,1470.4,1586.72,2108.63,2359.65,906.6,774.59,1285.94,1382.81,141.66,1076.27,1255.98,993.06,907.28,1824.29,1834.03,1583.61,494.46,668.58,2475.01,907.38,800.46,1619.12,1792.9,813.0,343.79,990.56,224.53,1924.94,2577.45,1411.08,928.17,1432.98,877.01,292.7,461.34,929.0,1368.42,1678.2,1378.96,1255.6,977.71,1027.96,871.03,375.7,460.99,490.39
2020-07-31,2041.28,1809.02,1670.98,1385.12,1490.11,1597.41,2111.91,2405.71,914.27,787.84,1305.83,1398.18,150.35,1088.18,1276.17,1006.77,915.29,1864.98,1864.27,1631.15,497.41,685.98,2513.91,921.86,800.46,1657.18,1826.05,837.43,354.8,1004.78,225.65,1963.99,2625.92,1436.49,947.57,1448.12,888.49,294.51,470.53,945.56,1385.65,1723.5,1402.77,1285.0,987.87,1037.31,894.26,390.58,467.86,505.49
2020-08-01,2045.42,1809.02,1673.25,1385.12,1507.3,1607.02,2115.74,2455.03,919.6,795.86,1321.63,1410.9,156.48,1099.23,1290.41,1021.5,922.95,1901.61,1897.43,1665.4,499.75,699.0,2513.91,940.36,825.39,1681.54,1868.1,854.24,363.37,1018.16,226.77,2001.9,2671.07,1458.86,979.88,1465.6,897.19,296.39,478.8,953.44,1403.1,1758.84,1412.4,1309.44,997.27,1049.5,912.64,402.0,475.24,525.89
2020-08-02,2049.03,1809.02,1675.06,1385.12,1522.63,1614.8,2118.44,2491.36,924.02,804.01,1336.14,1422.31,159.68,1111.11,1304.32,1032.69,927.26,1933.28,1922.33,1687.61,501.26,709.51,2588.86,956.41,834.45,1694.43,1892.08,863.38,369.84,1032.16,227.57,2024.37,2693.18,1480.38,992.71,1479.51,905.92,297.97,485.92,963.08,1419.4,1799.37,1429.05,1309.44,1007.82,1059.92,920.66,413.04,481.93,546.02
2020-08-03,2052.0,1830.32,1680.76,1392.13,1537.31,1626.25,2121.22,2515.66,930.76,812.07,1348.34,1432.39,174.35,1127.14,1320.36,1041.46,933.48,1955.88,1946.68,1703.15,503.23,716.86,2612.62,963.45,842.23,1726.48,1913.68,880.42,376.31,1043.47,227.73,2043.49,2708.72,1506.97,1002.5,1485.4,910.49,298.88,492.77,982.46,1431.6,1835.0,1442.64,1344.18,1013.29,1067.61,937.94,416.98,488.79,556.63
2020-08-04,2056.0,1844.01,1685.6,1393.46,1549.28,1635.11,2125.01,2543.52,937.26,821.95,1373.99,1443.81,184.54,1141.0,1332.82,1053.96,941.58,1981.03,1972.63,1730.93,505.72,732.53,2690.78,976.12,851.75,1762.06,1933.44,900.4,380.68,1054.58,228.36,2079.39,2723.94,1533.47,1024.86,1495.95,918.58,299.4,501.24,994.56,1444.63,1870.12,1454.52,1379.29,1023.36,1074.59,958.4,424.96,494.97,566.02
2020-08-05,2060.01,1852.67,1690.78,1396.66,1558.93,1652.28,2128.25,2571.18,942.91,832.31,1384.22,1457.46,196.79,1150.66,1352.65,1064.92,948.83,2018.71,1999.48,1756.44,507.68,744.91,2722.82,991.52,861.86,1803.52,1972.04,920.13,386.24,1065.96,229.16,2121.02,2749.56,1564.28,1053.45,1515.52,929.85,300.68,508.34,1010.93,1459.15,1893.38,1471.17,1408.57,1034.2,1085.13,975.54,436.28,501.67,574.05
2020-08-06,2064.21,1865.03,1696.49,1397.22,1568.69,1659.74,2131.83,2610.3,949.18,842.39,1412.22,1472.62,207.54,1160.56,1371.6,1080.75,956.54,2050.56,2027.23,1791.11,509.42,756.58,2750.99,1006.13,873.81,1829.69,2007.65,939.3,392.49,1081.84,230.6,2152.98,2771.49,1589.12,1075.19,1538.92,938.36,301.06,514.6,1023.41,1479.38,1919.51,1488.94,1451.55,1044.12,1097.56,992.13,453.33,506.82,580.3
2020-08-07,2068.25,1877.11,1701.34,1399.3,1582.21,1668.38,2135.46,2649.61,955.3,852.79,1426.5,1488.95,221.86,1184.95,1389.74,1099.61,964.77,2091.68,2057.01,1828.55,512.22,768.91,2783.41,1023.35,883.42,1857.61,2045.94,956.91,401.88,1091.9,231.08,2187.61,2792.57,1623.28,1097.37,1554.48,947.03,302.34,525.05,1041.38,1495.24,1954.49,1504.08,1484.06,1053.33,1109.16,1012.87,468.59,514.88,589.55
2020-08-08,2072.39,1877.11,1704.06,1399.3,1595.28,1674.54,2139.04,2693.09,960.29,863.98,1446.26,1505.95,238.31,1200.78,1403.6,1115.33,972.06,2135.94,2083.0,1856.3,515.17,786.7,2783.41,1043.64,896.85,1881.53,2065.78,959.95,407.86,1108.8,232.03,2228.06,2808.47,1649.37,1118.8,1570.5,955.21,303.24,534.6,1052.64,1508.2,1986.25,1511.63,1519.54,1060.53,1121.7,1037.89,481.6,517.46,601.39
2020-08-09,2076.26,1877.11,1705.59,1399.3,1610.83,1682.42,2141.66,2724.95,965.35,871.57,1460.24,1516.67,249.14,1211.64,1411.85,1131.17,977.46,2167.66,2103.42,1889.05,516.45,795.9,2840.77,1054.45,904.72,1903.07,2099.13,982.48,414.98,1123.5,232.83,2245.68,2820.79,1668.7,1131.42,1582.93,961.59,304.45,541.26,1059.52,1521.16,2015.31,1521.64,1530.58,1070.12,1136.85,1050.05,487.8,523.46,614.99
2020-08-10,2079.15,1895.75,1711.27,1406.17,1623.56,1688.79,2144.08,2746.2,972.47,879.2,1498.03,1526.91,259.11,1219.66,1425.41,1141.27,983.32,2191.97,2118.58,1907.55,516.83,802.08,2852.92,1063.28,912.97,1926.71,2118.26,998.63,418.32,1134.9,233.31,2261.6,2829.84,1690.49,1141.73,1590.89,968.76,304.98,546.76,1077.52,1530.23,2041.91,1535.76,1557.19,1076.3,1143.72,1066.23,494.21,522.09,624.38
